timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-01-04 19:57:00,43959.99,43979.87,43944.69,43949.32,31.39638,2024-01-04 19:57:59.999,1380447.8691554,944,10.5408,463390.5723215,0
2024-01-04 19:58:00,43949.32,43964.15,43949.32,43961.86,13.73455,2024-01-04 19:58:59.999,603756.2714268,612,8.71379,383035.666647,0
2024-01-04 19:59:00,43961.86,43973.85,43956.47,43956.48,14.21086,2024-01-04 19:59:59.999,624803.4372306,597,6.76377,297379.1272425,0
2024-01-04 20:00:00,43956.48,44001.1,43948.0,44001.09,43.33611,2024-01-04 20:00:59.999,1905665.4741186,1237,27.90823,1227158.4434115,0
2024-01-04 20:01:00,44001.09,44003.16,43953.38,43962.01,30.89969,2024-01-04 20:01:59.999,1358947.7277086,1270,10.94907,481404.539311,0
2024-01-04 20:02:00,43962.01,44003.42,43962.0,43993.39,28.89033,2024-01-04 20:02:59.999,1271035.604124,868,18.14664,798339.0302225,0
2024-01-04 20:03:00,43993.39,44027.1,43992.55,44014.34,20.78489,2024-01-04 20:03:59.999,914640.5013696,1011,17.81038,783737.0093021,0
2024-01-04 20:04:00,44014.35,44014.35,43985.82,43990.16,22.58167,2024-01-04 20:04:59.999,993522.4063137,914,11.95251,525842.9156474,0
2024-01-04 20:05:00,43990.15,44005.0,43956.17,44004.99,27.0038,2024-01-04 20:05:59.999,1187500.0549511,1093,14.07685,618990.5761535,0
2024-01-04 20:06:00,44005.0,44012.0,43957.96,43961.04,31.51624,2024-01-04 20:06:59.999,1386335.0427853,1096,15.814,695590.7872814,0
2024-01-04 20:07:00,43961.03,43971.81,43890.9,43909.99,42.60581,2024-01-04 20:07:59.999,1871789.4796894,1755,8.92121,391926.9281989,0
2024-01-04 20:08:00,43909.99,43933.72,43900.02,43900.02,18.66021,2024-01-04 20:08:59.999,819532.1273214,831,8.10856,356113.2049365,0
2024-01-04 20:09:00,43900.03,43922.92,43896.0,43920.36,27.7231,2024-01-04 20:09:59.999,1217321.8920663,956,13.49593,592559.3388905,0
2024-01-04 20:10:00,43920.36,43964.16,43920.35,43934.66,17.0157,2024-01-04 20:10:59.999,747713.5060976,914,8.53914,375198.0217429,0
2024-01-04 20:11:00,43934.66,43941.82,43917.21,43926.0,23.1628,2024-01-04 20:11:59.999,1017543.6070803,770,14.64695,643421.4764656,0
2024-01-04 20:12:00,43926.0,43940.75,43924.0,43940.75,14.74289,2024-01-04 20:12:59.999,647704.2324215,566,7.5356,331065.0254919,0
2024-01-04 20:13:00,43940.75,43949.44,43937.73,43949.44,14.50753,2024-01-04 20:13:59.999,637492.4065518,576,8.893,390776.6606902,0
2024-01-04 20:14:00,43949.44,43991.91,43949.43,43984.99,32.48462,2024-01-04 20:14:59.999,1428455.9882286,835,20.85377,916900.466795,0
2024-01-04 20:15:00,43985.0,43985.0,43951.1,43971.1,19.34118,2024-01-04 20:15:59.999,850289.8089333,817,7.2867,320295.7498841,0
2024-01-04 20:16:00,43971.09,43972.82,43950.0,43966.38,15.06897,2024-01-04 20:16:59.999,662483.9207808,725,4.69582,206406.2144625,0
2024-01-04 20:17:00,43966.38,44026.3,43966.37,44026.3,29.66027,2024-01-04 20:17:59.999,1304977.8027059,1047,23.45711,1032050.8815936,0
2024-01-04 20:18:00,44026.3,44026.3,43992.24,43992.24,20.65321,2024-01-04 20:18:59.999,908954.6057404,710,6.10034,268471.2393209,0
2024-01-04 20:19:00,43992.24,43992.26,43987.18,43987.19,14.15877,2024-01-04 20:19:59.999,622860.8999253,382,2.56822,112979.3262121,0
2024-01-04 20:20:00,43987.19,44051.1,43987.18,44051.1,25.22748,2024-01-04 20:20:59.999,1110431.821812,992,21.09176,928324.5701004,0
